idsubproduto,nome_produto,descrsecao,descrgrupo,descrsubgrupo,descricao_produto,especificacao_tecnica,pagina_web,manual,fotos
2033,FECHADURA STAM 1803/19 ESP INOX. *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",FECHADURA,"Fechadura STAM 1803/19 ESP INOX, um modelo de fechadura em aço inoxidável.",Não encontrado,Não encontrado,Não encontrado,
530,FECHADURA STAM 201 PORTA DE ACO *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",FECHADURA,Fechadura STAM 201 para porta de aço.,Não encontrado,Não encontrado,Não encontrado,
531,FECHADURA STAM 401/07 ESP INOX *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",FECHADURA,"Fechadura STAM 401/07 ESP INOX, um modelo de fechadura em aço inoxidável.",Não encontrado,Não encontrado,Não encontrado,
532,FECHADURA STAM 501/03-02 ESP INOX *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",FECHADURA,"Fechadura STAM 501/03-02 ESP INOX, um modelo de fechadura em aço inoxidável.",Não encontrado,Não encontrado,Não encontrado,
313,FECHADURA STAM 502/03-02 BRANCA *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",FECHADURA,Fechadura STAM 502/03-02 na cor branca.,Não encontrado,Não encontrado,Não encontrado,
535,FECHADURA STAM 601/03-02 ESP INOX *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",FECHADURA,"Fechadura STAM 601/03-02 ESP INOX, um modelo de fechadura em aço inoxidável.",Não encontrado,Não encontrado,Não encontrado,
1511,FECHADURA STAM 601/602/03-02 INOX BRANCA *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",FECHADURA,Fechadura STAM 601/602/03-02 em inox branca.,Não encontrado,Não encontrado,Não encontrado,
4893,FECHADURA STAM 603/07 BUZ 90 MM ( BRANCA ) *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",FECHADURA,Fechadura STAM 603/07 com buzoneira de 90 mm na cor branca.,"Buzoneira de 90 mm, cor branca.",Não encontrado,Não encontrado,
3965,FECHADURA STAM 603/07 BUZ ESP INOX *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",FECHADURA,Fechadura STAM 603/07 BUZ ESP INOX. Fechadura de alta qualidade em inox.,Não encontrado,Não encontrado,Não encontrado,
6104,FECHADURA STAM 603/11 1/2 MAÇANETA BRANCA,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",FECHADURA,"Fechadura STAM 603/11 com maçaneta branca, modelo 1/2.",Não encontrado,Não encontrado,Não encontrado,
6103,FECHADURA STAM 603/11 1/2 MAÇANETA INOX,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",FECHADURA,Fechadura STAM 603/11 com maçaneta de 1/2 polegada em inox.,Não encontrado,Não encontrado,Não encontrado,
536,FECHADURA STAM 701 *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",FECHADURA,"Fechadura STAM 701, um dispositivo de segurança para portas.",Não encontrado,Não encontrado,Não encontrado,
11051,FECHADURA STAM 701/100 3PONTAS INOX,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",FECHADURA,Fechadura STAM 701/100 com 3 pontos de travamento em aço inox.,"3 pontos de travamento, material em aço inox.",Não encontrado,Não encontrado,
537,FECHADURA STAM 803/03-02 ESP INOX *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",FECHADURA,"Fechadura STAM 803/03-02 ESP INOX, um modelo de fechadura em aço inoxidável.",Não encontrado,Não encontrado,Não encontrado,
539,FECHADURA STAM 803/03-02 GRAFITE *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",FECHADURA,Fechadura STAM 803/03-02 na cor grafite.,Não encontrado,Não encontrado,Não encontrado,
490,FECHADURA STAM 803/03-02 INOX BRANCA *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",FECHADURA,Fechadura STAM 803/03-02 na cor inox branca.,Não encontrado,Não encontrado,Não encontrado,
540,FECHADURA STAM 803/03-02 OXIDADO *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",FECHADURA,Fechadura STAM 803/03-02 com acabamento oxidado.,Não encontrado,Não encontrado,Não encontrado,
538,FECHADURA STAM 803/03-04 COLONIAL *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",FECHADURA,"Fechadura colonial da marca STAM, modelo 803/03-04.",Não encontrado,Não encontrado,Não encontrado,
541,FECHADURA STAM 813 COLONIAL P/ QUARTO *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",FECHADURA,"Fechadura colonial da marca STAM, modelo 813, destinada para uso em quartos.",Não encontrado,Não encontrado,Não encontrado,
542,FECHADURA STAM 813/03 P/ QUARTO *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",FECHADURA,Fechadura STAM 813/03 para quarto.,Não encontrado,Não encontrado,Não encontrado,
543,FECHADURA STAM 823 P/ BANHEIRO *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",FECHADURA,Fechadura STAM 823 para banheiro. Produto não encontrado na web.,Não encontrado,Não encontrado,Não encontrado,
544,FECHADURA STAM 901 ( BICO PAPAGAIO ) *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",FECHADURA,Fechadura STAM 901 com design de bico de papagaio.,Não encontrado,Não encontrado,Não encontrado,
2230,FECHADURA STAM ELETRICA CIL 40 (ABRE P/ DENTRO) *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",FECHADURA,"Fechadura elétrica STAM modelo CIL 40, que abre para dentro.",Não encontrado,Não encontrado,Não encontrado,
3684,KIT FECHADURA STAM 1500/06 COLONIAL TETRA *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",FECHADURA,"Kit de fechadura colonial tetra da marca STAM, modelo 1500/06.",Não encontrado,Não encontrado,Não encontrado,
2232,TRAVA INTERNA S SALVADOR 101 S/CHAVE *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",FECHADURA,"Trava interna Salvador 101 sem chave, um dispositivo de segurança para portas.",Não encontrado,Não encontrado,Não encontrado,
3674,TRAVA LATERAL FERRO - DOVALE,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",FECHADURA,"Trava lateral de ferro da marca Dovale, utilizada para segurança em portas e janelas.",Material: Ferro. Tipo: Trava lateral.,Não encontrado,Não encontrado,
3261,TRAVA LATERAL TETRA 1001/3 AL (VERMELHA) SÃO SALVADOR *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",FECHADURA,"Trava lateral Tetra 1001/3 AL na cor vermelha, fabricada pela São Salvador.",Não encontrado,Não encontrado,Não encontrado,
3262,TRAVA LATERAL TETRA 1001/4 FF (PRETA) SÃO SALVADOR *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",FECHADURA,"Trava lateral Tetra 1001/4 FF na cor preta, fabricada pela São Salvador.",Não encontrado,Não encontrado,Não encontrado,
3245,FECHO FIO REDONDO 1/2 X 10'' *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",TRINCO/TRANQUETA,Fecho fio redondo com diâmetro de 1/2 polegada e comprimento de 10 polegadas.,"Diâmetro: 1/2 polegada, Comprimento: 10 polegadas",Não encontrado,Não encontrado,
3247,FECHO FIO REDONDO 1/2 X 12'' *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",TRINCO/TRANQUETA,Fecho fio redondo com 1/2 de diâmetro e 12 polegadas de comprimento.,"Diâmetro: 1/2 polegada, Comprimento: 12 polegadas",Não encontrado,Não encontrado,
5759,"FECHO FIO REDONDO FG 2"" *",CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",TRINCO/TRANQUETA,"Fecho fio redondo FG 2"". Peça utilizada para fechar ou prender fios, cabos e outros materiais.",Diâmetro: 2 polegadas,Não encontrado,Não encontrado,
945,FECHO FIO REDONDO FG 3'' *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",TRINCO/TRANQUETA,"Fecho fio redondo FG 3''. Pequeno dispositivo de fechamento para fios, provavelmente usado em aplicações de organização de cabos.",Não encontrado,Não encontrado,Não encontrado,
1619,FECHO FIO REDONDO FG 4'' *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",TRINCO/TRANQUETA,Fecho fio redondo FG 4''. Peça de fixação utilizada em diversos tipos de trabalhos manuais e artesanato.,Comprimento: 4 polegadas. Formato: redondo.,Não encontrado,Não encontrado,
1620,FECHO FIO REDONDO FG 5'' *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",TRINCO/TRANQUETA,"Fecho fio redondo FG 5''. Peça utilizada para fechar embalagens, pacotes e outros itens.",Tamanho: 5 polegadas. Formato: Redondo.,Não encontrado,Não encontrado,
2047,"FECHO FIO REDONDO JOCEC 1/4 X 3"" *",CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",TRINCO/TRANQUETA,Fecho fio redondo JocEc com diâmetro de 1/4 polegada e comprimento de 3 polegadas.,"Diâmetro: 1/4 polegada, Comprimento: 3 polegadas",Não encontrado,Não encontrado,
2079,"FECHO FIO REDONDO JOCEC 1/4 X 4"" *",CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",TRINCO/TRANQUETA,Fecho fio redondo JocEc com diâmetro de 1/4 polegada e comprimento de 4 polegadas.,"Diâmetro: 1/4 polegada, Comprimento: 4 polegadas",Não encontrado,Não encontrado,
944,"FECHO FIO REDONDO JOCEC 5/16 X 5"" *",CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",TRINCO/TRANQUETA,Fecho fio redondo JocEc com dimensões 5/16 x 5 polegadas.,"5/16 polegadas de diâmetro, 5 polegadas de comprimento.",Não encontrado,Não encontrado,
963,"FECHO FIO REDONDO JOCEC 5/16 X 6"" *",CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",TRINCO/TRANQUETA,"Fecho fio redondo da marca Jocec, com dimensões 5/16 x 6 polegadas.","5/16 polegadas de diâmetro, 6 polegadas de comprimento.",Não encontrado,Não encontrado,
964,"FECHO FIO REDONDO JOCEC 5/16 X 8"" *",CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",TRINCO/TRANQUETA,"Fecho fio redondo da marca Jocec, com diâmetro de 5/16 polegadas e comprimento de 8 polegadas.","Diâmetro: 5/16 polegadas, Comprimento: 8 polegadas",Não encontrado,Não encontrado,
2043,FERROLHO 1/2 X 10,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",TRINCO/TRANQUETA,Ferrolho de 1/2 polegada por 10 polegadas de comprimento.,"Diâmetro: 1/2 polegada, Comprimento: 10 polegadas",Não encontrado,Não encontrado,
2042,"FERROLHO 1/2"" X 12"" *",CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",TRINCO/TRANQUETA,Ferrolho de 1/2 polegada de diâmetro e 12 polegadas de comprimento.,"Diâmetro: 1/2 polegada, Comprimento: 12 polegadas",Não encontrado,Não encontrado,
123133676,TRANQUETA CARACOL ( COMPLETA ) *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",TRINCO/TRANQUETA,"Tranqueta caracol completa, dispositivo utilizado para ajustar e fixar estruturas.",Não encontrado,Não encontrado,Não encontrado,
123133678,TRANQUETA DE FERRO ( COMPLETA ) *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",TRINCO/TRANQUETA,"Tranqueta de ferro completa, um dispositivo de segurança para portas e janelas.",Material: Ferro. Tipo: Completa.,Não encontrado,Não encontrado,
2185,TRANQUETA ZINC 86108/2 ALIANÇA,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",TRINCO/TRANQUETA,"Tranqueta Zinc 86108/2 Aliança, um dispositivo de fixação utilizado em portas e janelas.",Não encontrado,Não encontrado,Não encontrado,
3373,TRINCO CHATO ZINCADO 40 MM *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",TRINCO/TRANQUETA,Trinco chato zincado com 40 mm de comprimento.,"Comprimento: 40 mm, Material: Zinco",Não encontrado,Não encontrado,
3374,TRINCO CHATO ZINCADO 45 MM *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",TRINCO/TRANQUETA,Trinco chato zincado com 45 mm de comprimento.,"Comprimento: 45 mm, Material: Zinco",Não encontrado,Não encontrado,
1782,TRINCO LARGO ZINCADO 1.1/2'' *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",TRINCO/TRANQUETA,Trinco largo zincado com dimensões de 1.1/2''.,Dimensão: 1.1/2''; Material: Zinco.,Não encontrado,Não encontrado,
1239,TRINCO LARGO ZINCADO 2'' * ( 100010 ),CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",TRINCO/TRANQUETA,Trinco largo zincado com 2 polegadas de comprimento.,Comprimento: 2 polegadas,Não encontrado,Não encontrado,
1240,TRINCO LARGO ZINCADO 3'' *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",TRINCO/TRANQUETA,Trinco largo zincado com 3 polegadas de comprimento.,Comprimento: 3 polegadas; Material: Zinco,Não encontrado,Não encontrado,
1783,TRINCO LARGO ZINCADO 4'' * ( 100012),CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",TRINCO/TRANQUETA,Trinco largo zincado com 4 polegadas de comprimento.,Comprimento: 4 polegadas,Não encontrado,Não encontrado,
1248,TRINCO TARJETA 38MM *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",TRINCO/TRANQUETA,"Trinco Tarjeta de 38mm, um dispositivo de fechamento para portas.",Diâmetro: 38mm,Não encontrado,Não encontrado,
1249,TRINCO TARJETA 51MM *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",TRINCO/TRANQUETA,"Trinco Tarjeta de 51mm, um dispositivo de fechamento para portas.",Não encontrado,Não encontrado,Não encontrado,
1250,TRINCO TARJETA 63MM *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",TRINCO/TRANQUETA,"Trinco Tarjeta de 63mm, um dispositivo de fechamento para portas.",63mm de comprimento.,Não encontrado,Não encontrado,
1251,TRINCO TARJETA 76MM *,CASA E JARDIM,"FECHADURA, CADEADOS E TRINCOS",TRINCO/TRANQUETA,"Trinco Tarjeta de 76mm, um dispositivo de fechamento para portas.",76mm de comprimento.,Não encontrado,Não encontrado,
10486,ROD 6X2 ANDAIME C/FREIO PU-ESFERA (4058),CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,ROD 6X2 ANDAIME C/FREIO PU-ESFERA (4058) é uma roda de andaime com freio e esfera de poliuretano.,Não encontrada,Não encontrado,Não encontrado,
10488,ROD 6X2 ANDAIME C/FREIO PVC (3797),CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"ROD 6X2 ANDAIME C/FREIO PVC, um equipamento de movimentação para andaimes com sistema de freio e revestimento em PVC.",Não encontrado,Não encontrado,Não encontrado,
10482,RODIZIO 1.1/2 GIR. PL  RODA PP (5077),CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Roda de rodízio 1.1/2 giratória, feita de polipropileno (PP).","Diâmetro: 1.1/2 polegadas, Material: Polipropileno (PP), Tipo: Giratória",Não encontrado,Não encontrado,
10480,RODIZIO 1.1/4 GIR. PL  RODA PP (2796),CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Roda de rodízio de 1.1/4 polegadas, giratória, com plataforma e material de roda em polipropileno (PP).","Diâmetro: 1.1/4 polegadas, Material da roda: Polipropileno (PP), Tipo: Giratória",Não encontrado,Não encontrado,
10484,RODIZIO 1.5/8 GIR. PL  RODA PP (2797),CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,Roda PP para rodízio giratório de 1.5/8 polegadas.,"Diâmetro: 1.5/8 polegadas, Material: Polipropileno (PP), Tipo: Rodízio giratório.",Não encontrado,Não encontrado,
2186,RODIZIO ALIANÇA HASTE ROSQUEADA *,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio Aliança com haste rosqueada, utilizado em móveis e equipamentos que necessitam de movimentação suave e precisa.",Não encontrado,Não encontrado,Não encontrado,
1370,RODIZIO C/ CASTANHA 1 *,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio com castanha, produto não especificado.",Não encontrado,Não encontrado,Não encontrado,
1367,RODIZIO C/ CASTANHA DUPLO 1 *,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio com castanha dupla, utilizado para facilitar o movimento de móveis e equipamentos.",Não encontrado,Não encontrado,Não encontrado,
1368,RODIZIO CHUMBADO 1 *,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,Não encontrado,Não encontrado,Não encontrado,Não encontrado,
3944,"RODIZIO DUPLO 1"" C/CHAPA *",CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,Rodízio duplo de 1 polegada com chapa. Produto utilizado para facilitar o movimento de equipamentos pesados.,Diâmetro: 1 polegada. Inclui chapa de montagem.,Não encontrado,Não encontrado,
2165,"RODIZIO DUPLO 1.1/2"" C/CHAPA * (000421)*",CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,Rodízio duplo de 1.1/2 polegadas com chapa.,"Diâmetro: 1.1/2 polegadas, inclui chapa.",Não encontrado,Não encontrado,
6078,RODIZIO FIXO 158 PR CORAL C PLA 60X43 BP (6234) ATE 30KG,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio fixo com capacidade de até 30kg, modelo 158 PR CORAL C PLA, com dimensões 60x43 BP.","Capacidade de carga: até 30kg, Dimensões: 60x43 BP",Não encontrado,Não encontrado,
6087,RODIZIO FIXO 210 PR CORAL C PL 72X52 RODA BP (6237) ATE 50KG,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio fixo com capacidade de até 50kg, modelo 210 PR Coral, com dimensões 72x52mm.","Capacidade: até 50kg, Dimensões: 72x52mm, Tipo: Rodízio fixo",Não encontrado,Não encontrado,
6093,RODIZIO FIXO 312 PRETO CORAL C PL 80X105 RODA BP (6240) ATE,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio fixo 312 preto Coral C PL 80x105, modelo BP (6240) ATE.",Não encontrado,Não encontrado,Não encontrado,
133,RODIZIO FIXO PLACA SFPL 210 BP * ATE 30KG,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio fixo para placa, modelo SFPL 210 BP, com capacidade de até 30kg.",Capacidade de carga: até 30kg,Não encontrado,Não encontrado,
137,RODIZIO FIXO PLACA SFPL 312 BP * ATE 60KG,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio fixo para placa, modelo SFPL 312 BP, com capacidade de até 60kg.",Capacidade de carga: até 60kg,Não encontrado,Não encontrado,
64,RODIZIO FIXO PLACA SFPL 412 BP * ATE 65KG,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio fixo para placa, modelo SFPL 412 BP, com capacidade de até 65kg.",Capacidade de carga: até 65kg,Não encontrado,Não encontrado,
135,RODIZIO FIXO ROSCA EXT SFRE 210 BP * ATE 30KG,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio fixo com roscas extensíveis, modelo SFRE 210 BP, com capacidade de até 30kg.","Capacidade de carga: até 30kg, modelo: SFRE 210 BP, tipo: rodízio fixo com roscas extensíveis.",Não encontrado,Não encontrado,
139,RODIZIO FIXO ROSCA EXT SFRE 312 BP * ATE 60KG,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio fixo com roscas extensíveis, modelo SFRE 312 BP, com capacidade de até 60kg.","Capacidade de carga: até 60kg, tipo: roda fixa, rosca extensível.",Não encontrado,Não encontrado,
66,RODIZIO FIXO ROSCA EXT.SFRE 412 BP * ATE 65KG,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio fixo com rosca externa, modelo SFRE 412 BP, com capacidade de até 65kg.","Capacidade de carga: até 65kg, tipo: rodízio fixo, rosca externa.",Não encontrado,Não encontrado,
6074,RODIZIO GIR 158 PR CORAL C PLA 60X43 FREIO R.BP (6235) ATE 3,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio GIR 158 PR Coral C PLA 60x43 com freio R.BP, modelo 6235, adequado para uso em ambientes de até 3 pessoas.","Dimensões: 60x43 cm, Capacidade de até 3 pessoas, Freio R.BP",Não encontrado,Não encontrado,
6073,RODIZIO GIR 158 PRETO CORAL C PLA 60X43 RODA BP (6233) ATE 3,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio GIR 158 na cor preto coral, com dimensões de 60x43 cm e roda BP (6233), adequado para uso em móveis e equipamentos.","Dimensões: 60x43 cm, Cor: Preto Coral, Tipo de roda: BP (6233)",Não encontrado,Não encontrado,
6083,RODIZIO GIR 210 PR CORAL C PL 72X52 FREIO (6238) ATE 50KG,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio GIR 210 PR Coral C PL, com capacidade de carga de até 50kg e medidas 72x52, inclui sistema de freio.","Capacidade de carga: até 50kg, Dimensões: 72x52, Sistema de freio incluído",Não encontrado,Não encontrado,
6082,RODIZIO GIR 210 PR CORAL C PL 72X52 RODA (6236) ATE 50KG,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,Rodízio GIR 210 PR Coral C PL 72x52 para rodas de até 50kg.,"Dimensões: 72x52mm, Capacidade de carga: até 50kg",Não encontrado,Não encontrado,
6089,RODIZIO GIR 312 PR CORAL C ESP 1 2 RODA BP (6595) ATE 70KG,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio GIR 312 PR Coral C, com capacidade de até 70kg, ideal para uso em diversos tipos de móveis.","Capacidade de carga: até 70kg, Espessura: 1 2, Roda: BP",Não encontrado,Não encontrado,
6092,RODIZIO GIR 312 PR CORAL C PL 80X105 FREIO R.BP (6241) ATE 7,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio GIR 312 PR Coral C PL 80x105 com freio R.BP, modelo 6241, capacidade até 7.","Modelo: 312 PR Coral C PL, Dimensões: 80x105, Freio: R.BP, Capacidade: até 7.",Não encontrado,Não encontrado,
6091,RODIZIO GIR 312 PR CORAL C PL 80X105 RODA BP (6239) ATE 70KG,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio GIR 312 PR Coral C PL 80x105, roda BP, suporta até 70kg.","Dimensões: 80x105mm, Capacidade de carga: até 70kg, Tipo de roda: BP",Não encontrado,Não encontrado,
6090,RODIZIO GIR 312 PR CORAL FREIO C ESP1 2 R.BP (6596) ATE 70KG,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio GIR 312 PR Coral com freio, capacidade de até 70kg.","Capacidade de carga: até 70kg, com freio.",Não encontrado,Não encontrado,
2097,RODIZIO GIRATORIO PLACA FREIO SGPLF 158 BP * ATE 25 KG,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio giratório para placa de freio, modelo SGPLF 158 BP, com capacidade de até 25 kg.",Capacidade de carga: até 25 kg,Não encontrado,Não encontrado,
198,RODIZIO GIRATORIO PLACA FREIO SGPLF 210 BP * ATE 30KG,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio giratório para placa de freio, modelo SGPLF 210 BP, com capacidade de até 30kg.","Capacidade de carga: até 30kg, modelo: SGPLF 210 BP.",Não encontrado,Não encontrado,
199,RODIZIO GIRATORIO PLACA FREIO SGPLF 312 BP ATE 60KG,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio giratório para placa de freio, modelo SGPLF 312, com capacidade de até 60kg.",Capacidade de carga: até 60kg,Não encontrado,Não encontrado,
200,RODIZIO GIRATORIO PLACA FREIO SGPLF 412 BP * ATE 65KG,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio giratório para placa de freio, modelo SGPLF 412 BP, com capacidade de até 65kg.",Capacidade de carga: até 65kg,Não encontrado,Não encontrado,
1893,RODIZIO GIRATORIO PLACA SGPL 158 BP * ATE 25KG,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio giratório com placa, modelo SGPL 158 BP, com capacidade de até 25kg.","Capacidade de carga: até 25kg, modelo: SGPL 158 BP",Não encontrado,Não encontrado,
132,RODIZIO GIRATORIO PLACA SGPL 210 BP * ATE 30KG,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio giratório com placa SGPL 210 BP, suporta até 30kg.",Capacidade de carga: até 30kg,Não encontrado,Não encontrado,
136,RODIZIO GIRATORIO PLACA SGPL 312 BP * ATE 60KG,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio giratório para placa, modelo SGPL 312 BP, com capacidade de até 60kg.",Capacidade de carga: até 60kg,Não encontrado,Não encontrado,
63,RODIZIO GIRATORIO PLACA SGPL 412 BP * ATE 65KG,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio giratório para placa, modelo SGPL 412 BP, com capacidade de até 65kg.","Capacidade de carga: até 65kg, modelo: SGPL 412 BP, tipo: rodízio giratório para placa.",Não encontrado,Não encontrado,
1894,RODIZIO GIRATORIO ROSCA EXT SGRE 158 BP * ATE 25KG,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio giratório com rosca extensível SGRE 158 BP, suporta até 25kg.","Capacidade de carga: até 25kg, tipo: rodízio giratório, rosca extensível.",Não encontrado,Não encontrado,
134,RODIZIO GIRATORIO ROSCA EXT SGRE 210 BP * ATE 30KG,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio giratório com rosca extensível, modelo SGRE 210 BP, com capacidade de até 30kg.","Capacidade de carga: até 30kg, rosca extensível, base plástica.",Não encontrado,Não encontrado,
138,RODIZIO GIRATORIO ROSCA EXT SGRE 312 BP * ATE 60KG,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio giratório com rosca extensível, modelo SGRE 312 BP, com capacidade de até 60kg.","Capacidade de carga: até 60kg, rosca extensível, modelo SGRE 312 BP.",Não encontrado,Não encontrado,
65,RODIZIO GIRATORIO ROSCA EXT.SGRE 412 BP * ATE 65KG,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio giratório com rosca extensível, modelo SGRE 412 BP, com capacidade de até 65kg.","Capacidade de carga: até 65kg, rosca extensível, modelo SGRE 412 BP.",Não encontrado,Não encontrado,
131,RODIZIO GIRATORIO ROSCA SGREF 158 BP * ATE 25KG,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio giratório com rosca SGREF 158 BP, suporta até 25kg.","Capacidade de carga: até 25kg, tipo: rodízio giratório com rosca.",Não encontrado,Não encontrado,
1516,RODIZIO MESA ALIANCA N.16,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio de mesa Aliança N.16, um acessório para facilitar a rotação de mesas em restaurantes e outros estabelecimentos.",Não encontrado,Não encontrado,Não encontrado,
1518,RODIZIO MESA ALIANCA N.17,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio de mesa Aliança N.17, um acessório para facilitar a rotação de mesas em restaurantes, bares e outros estabelecimentos.",Não encontrado,Não encontrado,Não encontrado,
1517,RODIZIO MESA ALIANCA N.20 *,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio de mesa Aliança N.20, um acessório para facilitar a rotação de mesas em restaurantes e eventos.",Não encontrado,Não encontrado,Não encontrado,
1519,RODIZIO MESA ALIANCA N.21 *,CASA E JARDIM,RODIZIO/ROLDANA,RODIZIO,"Rodízio de mesa Aliança N.21, um acessório para facilitar a rotação de pratos e utensílios na mesa.",Não encontrado,Não encontrado,Não encontrado,
