idsubproduto,nome_produto,descrsecao,descrgrupo,descrsubgrupo,descricao_produto,especificacao_tecnica,pagina_web,manual,fotos
2276,PEDRA PARA AMOLAR JT - 911 *,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS,"Pedra para amolar modelo JT - 911, utilizada para afiar ferramentas e utensílios.","Fabricada em carbeto de silício (grão 198 ou similar), dimensões: 241 x 35 x 10mm. Peso: 0,3Kg. Indicada para afiar ferramentas com gume côncavo.",https://www.osten.com.br/produto/pedra_para_afiar_tipo_canoa_jt_911_norton/3956,Não encontrado,https://www.dismatal.com.br/estatico/dismatal/temp/330_1240911000.jpg | https://images.tcdn.com.br/img/img_prod/608404/pedra_afiar_jt911_29861_1_16f5e6d9beba5ada5c180080b99ae870.jpg | https://http2.mlstatic.com/D_NQ_NP_813219-MLU75003420549_032024-O.webp
5923,PINO ANCORA C/ ROSCA ACAO INDIRETA 1/4 X 27 X 20 *,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS,"Pino Ancora com Rosca Ação Indireta, dimensões 1/4 x 27 x 20.","Diâmetro: 1/4, Comprimento: 27mm, Rosca: 20.",https://martfer.com.br/produto/pino-com-rosca-acao-indireta-ancora-1-4-x-27-x-20-p/,Não encontrado,https://images.tcdn.com.br/img/img_prod/1100542/kit_pino_com_rosca_1_4_27x20hp_acao_indireta_200_unidades_ancora_41454_1_ce2122d871cdcb8748d38ab8f0ad4e8d.jpg | https://images.tcdn.com.br/img/img_prod/939893/pino_rosca_acao_indireta_1_4_x_27_x_20_ancora_pxi2720_5579_5_b9ec87d31b042d722e9e4c266e59e91d.jpg | https://http2.mlstatic.com/D_NQ_NP_619816-MLB70576286770_072023-O.webp
5924,PINO ANCORA LISO C/ CLIPE 13MM ACAO INDIRETA 1/4 X 28 MM *,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS,"Pino Ancora Liso com Clipe, tamanho 13mm, ação indireta, 1/4 x 28mm.","Tamanho: 13mm, Ação: Indireta, Diâmetro: 1/4, Comprimento: 28mm",https://www.drystore.com.br/ferramentas/acessorios-para-ferramentas/pinos/pino-liso-cclipe-ancora-acao-indireta14-x-28mm-13mm,Não encontrado,https://http2.mlstatic.com/D_NQ_NP_649716-MLB86617100553_062025-O-pino-liso-clip-13mm-cadeirinha-aco-indireta-14x28mm-100un.webp | https://down-br.img.susercontent.com/file/51b5a41462cf2758e7afcaab3d97c895 | https://d1go2zhvg0xf9z.cloudfront.net/Custom/Content/Products/47/62/47627_pino-liso-1-4-x-28mm-com-clipe-13mm-100-pecas-pxcl142813_z1_637795610368436637.webp
1134,PINO COM FURO 1/4 X 30 X 27 *,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS,"Pino com furo de 1/4 polegada, com 30mm de comprimento e 27mm de largura.","Furo: 1/4 polegada, Comprimento: 30mm, Largura: 27mm",https://www.ccpvirtual.com.br/pino-1-4-x-3-x-27-com-furo-fixacao-polvora/p,Não encontrado,https://hiperfer.cdn.magazord.com.br/img/2025/04/produto/17089/1-pino-com-furo-para-fixacao-a-polvora-1-4-polegada-pacote-com-100-pecas-bestfer.jpg | https://down-br.img.susercontent.com/file/sg-11134201-7rd59-m7tgsrfe19vh29 | https://baupower.fbitsstatic.net/img/p/pino-c-furo-1-4-3x27-hp-cx-com-100-pc-71320/257838-2.jpg?w=800&h=800&v=no-change&qs=ignore
1135,PINO COM ROSCA 1/4 X 30 X 20 *,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS,"Pino com rosca de 1/4 polegada, comprimento de 30mm e diâmetro de 20mm.","Diâmetro: 20mm, Comprimento: 30mm, Rosca: 1/4 polegada",https://www.mercadolivre.com.br/pino-com-rosca-14-x-30-x-20-aco-direta-100-ancora/p/MLB47549548,https://comferral.com.br/site/detalheProd/4612,https://down-br.img.susercontent.com/file/br-11134207-7r98o-lkpbyg2fhz2r42 | https://http2.mlstatic.com/D_NQ_NP_839857-MLB98109652237_112025-O-pino-aco-aco-direta-14-x-30-x-20-com-rosca-px3020-100un.webp | https://images.tcdn.com.br/img/img_prod/748583/pino_c_rosca_1_4x30x20mm_ancora_667_2_4be75bc99fbabc9d88c8cd9fe4c2a34c.jpg
10904,PNEU TRATOR S/ CAMARA,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS,Pneu para trator sem câmara.,,Não encontrado,https://www.scribd.com/document/653239884/Cata-logo-Agro-2021,https://imgs.pontofrio.com.br/1500018874/1xg.jpg | https://images.tcdn.com.br/img/img_prod/478291/kit_pneu_maquinas_agricolas_trator_12_4_24_frontiera_2_10l_maggion_camara_56892_1_3da08b4da09351a2463a526ee399a488.jpg | https://img.mfrural.com.br/api/image?url=https://s3.amazonaws.com/mfrural-produtos-us/449029-664817-68008776-pneus-varias-medidas-para-seu-trator-ou-caminhao.webp&width=480&height=288&mode=4
1255,PUXADOR ALCA 86127 102MM CR ALIANCA *,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS,"O PUXADOR ALCA 86127 é um acessório de 102mm de comprimento, fabricado pela Aliança, utilizado para facilitar a abertura de portas e gavetas.","Comprimento: 102mm, Material: Cromado",Não encontrado,Não encontrado,https://http2.mlstatic.com/D_NQ_NP_634555-MLA93339654662_092025-O.webp | https://cdn.iset.io/assets/56507/produtos/5795/2.jpg | https://cdn.iset.io/assets/56507/produtos/5795/1.jpg
1365,PUXADOR JANELA,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS,O PUXADOR JANELA é um componente utilizado para facilitar a abertura e fechamento de janelas.,"Resistência à corrosão, facilidade de limpeza, acabamento polido ou escovado, compatibilidade com janelas de alumínio, PVC e madeira, opções de mecanismos inovadores como Secustik, Variofit, SecuForte, Segu Signal e Secu Scan.",https://ecote.pt/puxador-janela/,https://resources.emuca.com/pt/catalogo-tecnico-puxadores,https://esthec.com.br/wp-content/uploads/2024/06/Puxador-Janela-Zincado-–-Par.webp | https://http2.mlstatic.com/D_NQ_NP_822143-MLB82104159221_012025-O.webp | https://down-br.img.susercontent.com/file/br-11134207-7r98q-lmdf3wqpfaie35
5955,RODA C/ PNEU CAMARA *,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS,"Roda com pneu e câmara. Produto para veículos, possivelmente bicicletas ou carrinhos.","Tamanho: 3.25x8, 14 x 3.1/2""; Capacidade de carga: 120kg (para o modelo 14 x 3.1/2""); Material: Aço; Inclui pneu e câmara.",https://www.dutramaquinas.com.br/p/roda-completa-com-pneu-camara-14-x-3-1-2-cap-120kg-r-3-25-8-pn-r-r-3-25-8-pn-r,https://sgp-redemichelin.boapratica.net/pdf/8090_mi_pl_p_manual_montagem_e_desmontagem_151117.pdf,https://images.tcdn.com.br/img/img_prod/554605/roda_convencional_pneu_camara_350x8_c_cafe_ref_15956_fuzil_92813_1_863f941f12d06201d194ac05121760af.jpg | https://down-br.img.susercontent.com/file/sg-11134201-7rbn4-m5d9mfbbc32v03 | https://cdn.awsli.com.br/800x800/2525/2525048/produto/387759267/download-vch2n36q59.jpg
5956,RODA C/ PNEU MACICO *,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS,Roda com pneu da marca Macico.,,Não encontrado,Não encontrado,https://cdn.awsli.com.br/2500x2500/445/445768/produto/183591267/843776f0a6.jpg | https://protendi.com.br/wp-content/uploads/2021/09/RODA-COMPLETA-MACICA-METALOSA-1024x1024.jpg | https://tupan.agilecdn.com.br/71503_2_1.jpg
5961,RODA C/ ROLETE P. CAMARA *,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS,"Roda com rolote para câmara, utilizada em equipamentos de movimentação.","Material da Roda: PC (Pneumáticas – Núcleo de Chapa Estampada); Cor da Roda: Preta; Diâmetro da Roda: 365 mm; Largura da Roda: 80 mm; Diâmetro do eixo: 1""; Capacidade de Carga: 200 Kg; Tipo de Rolamento: Rolete; Temperatura de uso: -20ºC a +50ºC; Velocidade de trabalho: até 4km/h.",https://www.plastocenter.com/produto/roda-r-3258-pcr/,Não encontrado,https://images.tcdn.com.br/img/img_prod/1239457/roda_macica_12_x_2_p_carrinho_armazem_carga_rolete_1_6439_2_a2d1f4f57da33897b94d0adc99d95f15.jpg | https://eletropam.com.br/img/prod/rodaaroroleteagulhapvc2.jpeg
5963,RODA C/ ROLETE P. MACICO *,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS,Roda com rolote para material maciço.,"Aro de aço zincado, rolete PU macio, diâmetro 85mm, capacidade de carga 100kg.",Não encontrado,Não encontrado,https://images.tcdn.com.br/img/img_prod/1358785/roda_pu_macio_aro_de_ao_crolete_300_8_100kg_2_20251007112754_05153a77ef8a.jpg | https://images.tcdn.com.br/img/img_prod/1358785/roda_pu_macio_aro_zincado_c_rolete_85_pol_100_1_20251016162745_bc7dd0667109.jpg | https://images.tcdn.com.br/img/img_prod/1239457/roda_macica_12_x_2_p_carrinho_armazem_carga_rolete_1_6439_2_a2d1f4f57da33897b94d0adc99d95f15.jpg
3388,SOQUETE P/ PARAFUSO AUTO BROCANTE 3/8 *,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS,Soquete para parafuso autobrocante de 3/8 polegada.,"Soquete para parafuso autobrocante, tamanho 3/8 polegada.",https://produto.mercadolivre.com.br/MLB-1843943270-soquete-38-para-parafuso-auto-brocante-_JM,https://pt.scribd.com/document/565297159/Catalogo-Brocante,
1797,SOQUETE P/ PARAFUSO AUTO BROCANTE 5/16 *,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS,Soquete para parafuso autobrocanTE de 5/16 polegada.,Tamanho: 5/16 polegada.,https://www.vonder.com.br/produto/soquete_sextavado_magntico_516_vonder/9352,https://plasttotal.com.br/wp-content/uploads/2019/10/PARAFUSO_AUTOBROCANTE_INFORMACOES_TECNICAS.pdf,https://http2.mlstatic.com/D_NQ_NP_959588-MLB43382504514_092020-O.jpg | https://http2.mlstatic.com/D_NQ_NP_682546-MLU73044880419_112023-O.webp
1786,SUPORTE INVISIVEL PRATELHEIRA 13CM,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS,"SuporTE invisivel prateleira 13cm, um suporte discreto e elegante para prateleiras de até 13cm de profundidade.",Profundidade suportada: 13cm,https://www.madeirasgasometro.com.br/suporte-invisivel-t-para-prateleiras-bals/p,https://montadorlocal.com.br/como-instalar-prateleira-com-suporte-invisivel/,https://http2.mlstatic.com/D_NQ_NP_666695-MLB81661783125_122024-O.webp | https://http2.mlstatic.com/D_NQ_NP_821764-MLB80224461575_102024-O.webp | https://http2.mlstatic.com/D_NQ_NP_843191-MLB85565405674_062025-O.webp
3152,SUPORTE P/ ANTENA PREGAR 3/4 DUPLO *,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS,"Supornte para antena pregar de 3/4 polegada, modelo duplo.","Tubo: Diâmetro externo 25 mm, interno 24 mm, espessura 0,90 mm. Haste: 18 mm, espessura 2,5 mm, furo 7 mm fixação em parede. Distância da parede: cerca de 15 cm. Fixação na parede: 4 parafusos (não acompanha). Medida aproximada da peça: 20 cm x 10 cm. Material: ferro. Acabamento: bicromatizado.",https://www.guaxucabos.com.br/SUP_P_ANTENA_PREGAR_3_4_DUPLO,Não encontrado,https://down-br.img.susercontent.com/file/br-11134207-7r98o-lsl8z23nf3twb5 | https://http2.mlstatic.com/D_NQ_NP_727534-MLB80728809808_112024-O.webp | https://www.jcdistribuidora.app.br/image/cache/catalog/product/NTM3M18xXzVjODc4NWVjLWI2NjUtNDgwMi04NjlhLWM1YjMyY2ZmMDI0My5wbmc=-550x550.png.webp
3153,SUPORTE P/ ANTENA PREGAR 3/4 SIMPLES *,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS,"Supornte para antena de pregão simples, com rosca 3/4.","Rosca 3/4, suporte simples.",https://www.ferragensgarcia.com.br/supantena-pregar-simpl-34-leve,Não encontrado,https://http2.mlstatic.com/D_NQ_NP_964161-MLB80725966332_112024-O.webp | https://jrcdistribuidora.com.br/wp-content/uploads/2025/12/preg1-1.jpg
3154,SUPORTE P/ ANTENA PREGAR/CHUMBAR 3/4 *,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS,"Suporte para antena de 3/4 polegada, projetado para ser pregado ou chumbado.","Compatível com antenas de 3/4 polegada, resistente e durável.",https://www.construja.com.br/produto/199500/suportes-iguatemi-suporte-antena-pregar-chumbar-simpl-34,Não encontrado,https://down-br.img.susercontent.com/file/br-11134207-7r98o-m6pxjgglglt37d | https://jrcdistribuidora.com.br/wp-content/uploads/2025/12/preg1-1.jpg | https://cdn.construja.com.br/produtos/199500/199500.jpg
1722,TARUGO 10MM CINZA C/ 50M,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS,"TARUGO 10MM CINZA C/ 50M, um produto de construção para nivelamento e acabamento.","Diâmetro: 10mm, Cor: Cinza, Comprimento: 50m",https://www.desicon.com.br/tarucel-10mm-cinza,https://www.desicon.com.br/tarucel-10mm-cinza,https://ecoms1-nyc3.nyc3.cdn.digitaloceanspaces.com/51372/@v3/1706557635876-espumatarucel10mm50m-440402101.jpg | https://http2.mlstatic.com/D_NQ_NP_770520-MLB80678525395_112024-O-delimitador-tarugo-10mm-espuma-tarucel-cinza-junta-50m.webp | https://www.molduserv.com.br/_libs/imgs/final/17301.jpg
3326,TERMINAL DE COMPRESSAO 35 MM *,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS,Terminal de compressão para cabos elétricos com diâmetro de 35 mm.,Diâmetro do cabo: 35 mm,https://www.3reletrica.com.br/terminal-de-compressao-tubular-35mm,https://pt.scribd.com/document/833389185/tm-35-l,https://product-hub-prd.madeiramadeira.com.br/479337665/images/dd036c12-0c93-41b7-bb84-58fdb5130d49190e8a428536ded741200x1200.png | https://product-hub-prd.madeiramadeira.com.br/479337665/images/df082da7-036d-4f36-b913-1327c26badeb08b28fdfc891fe8e31200x1200.png | https://esthec.com.br/wp-content/uploads/2023/07/Terminal-de-Compressao-Tubular-35mm.jpg
3315,TERMINAL DE COMPRESSAO 50 MM *,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS,"Terminal de compressão de 50 mm, utilizado para conexões elétricas.",Diâmetro: 50 mm,https://www.permak.com.br/produto/terminal-de-compressao-50mm/,https://admin.sibratec.ind.br/public/produtos/anexos/Terminal_de_compressao_Linha_SC.pdf,https://images.tcdn.com.br/img/img_prod/1382766/terminal_de_compressao_50mm_2583_5_ac05edaa60c2f5e53314ce1b519e02c3.jpg | https://images.tcdn.com.br/img/img_prod/1202896/terminal_de_compressao_50mm2_furo_6mm_sc50_6_10411_1_73dff003071c6dc0d32442f2ad87a403.jpg | https://esthec.com.br/wp-content/uploads/2023/07/Terminal-de-Compressao-Tubular-50mm.jpg
1656,VASSOURA METAL 22D ARAME REG C/ CABO,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,DIVERSOS,"Vassoura de metal com 22 dentes, cabo regulável, ideal para limpeza de áreas externas.","22 dentes de arame, cabo regulável",https://www.bauru2000.com/produto/famastil-vassoura-metal-22d-arame-reg-c-cabo/,Não encontrado,https://www.bauru2000.com/wp-content/uploads/2026/01/F80.04-600x606.webp | https://www.shoppingdalimpeza.com/uploads/shoppingdalimpeza/produtos_imagens/grama16221454461141478726.jpg | https://www.thaferdistribuidora.com.br/wp-content/uploads/2025/12/505879_02.webp
592,GONZO 1 -,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,GONZO,"O Gonzo Nº 1 é um pino de aço reforçado, ideal para montagens precisas e fixação segura em máquinas e equipamentos industriais. Proporciona sustentação, resistência e movimento suave em portões metálicos, portas de ferro, grades e outras estruturas metálicas.","Fabricado em aço de alta resistência, excelente durabilidade e longa vida útil, proporciona abertura e fechamento suaves, fácil instalação por soldagem, indicado para aplicações residenciais, comerciais e industriais.",https://www.ferroleste.com.br/ferragens-diversas/gonzo-1,http://www.alumiferdistribuidora.com.br/produtos/GONZO.pdf,https://http2.mlstatic.com/D_NQ_NP_750410-MLB84806794869_052025-O.webp | https://cdn.awsli.com.br/600x450/2415/2415893/produto/159079490/gonzo-liso-1-e-12--2--gt90xz3lkq.png | https://a-static.mlcdn.com.br/800x560/dobradica-gonzo-portao-com-aba-diversos-tamanhos-r3m/estrelamarmateriaisparaconstruca/2097-583/6e44361735b53f0ddd4bc4590dadc9d6.jpeg
1238,GONZO 1.1/2 -,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,GONZO,"Dobradiça Gonzo de aço inoxidável 304, disponível em versões passante e não passante, com diâmetro de 1 1/2"" e comprimento de 110mm ou 120mm. Utilizada em diversas aplicações.","Material: Aço Inoxidável 304 (Stainless Steel); Diâmetro: 1 1/2""; Comprimento: 110mm ou 120mm; Acabamento: In Natura",https://araujosousa.com/produtos/dobradica-gonzo-aco-inox-304/dobradica-gonzo-nao-passante-inox-304/gnp-112-gonzo-nao-passante-inox-304/,http://www.alumiferdistribuidora.com.br/produtos/GONZO.pdf,https://http2.mlstatic.com/D_NQ_NP_694089-MLB83088946613_032025-O.webp | https://http2.mlstatic.com/D_NQ_NP_701965-MLB85532241658_062025-O.webp | https://cdn.awsli.com.br/2500x2500/2415/2415893/produto/159082876/b1ce40fa62.jpg
1237,GONZO 1.1/4 -,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,GONZO,"Dobradiça Gonzo Passante em Aço Trefilado 1.1/4"" x 100mm, robusta e durável, ideal para portas e portões pesados em ambientes residenciais e industriais.","Material: Aço trefilado de alta qualidade; Diâmetro: 1.1/4 polegadas (aproximadamente 31,75 mm); Comprimento: 100 mm; Tipo: Gonzo passante (cilíndrico); Composição: Duas partes separadas para instalação.",https://www.pavanacos.com.br/produto/dobradica-gonzo-passante-aco-trefilado-1-1-4-x-100mm/,https://www.pavanacos.com.br/produto/dobradica-gonzo-passante-aco-trefilado-1-1-4-x-100mm/,https://http2.mlstatic.com/D_NQ_NP_829826-MLB70476216328_072023-O.webp | https://down-br.img.susercontent.com/file/sg-11134201-7rdw3-ly53vq588zoq0e | https://down-br.img.susercontent.com/file/sg-11134201-7rbl0-ll9o3he3ab1x57
593,GONZO 1/2,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,GONZO,"Dobradiça gonzo polida de 1/2"", com furo, fabricada pela VONDER. Utilizada em serralherias para portões e outras aplicações.","Fabricada em aço carbono trefilado, com furo na peça fêmea para melhor lubrificação.",https://www.vonder.com.br/produto/gonzo_polido_de_12_com_furo_vonder/8872,http://www.alumiferdistribuidora.com.br/produtos/GONZO.pdf,
594,GONZO 3/4,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,GONZO,"Gonzo polido de 3/4"", com furo, fabricado em aço carbono trefilado, utilizado em serralherias para portões e outros elementos metálicos.","Acabamento: Polido, Bitola: 3/4"", Peso: 17,000 KG, Padrão Embalagem: 0,5 centos, Embalagem: Caixa de papelão, Origem: Nacional, Unidade de Venda: Centos, Modelo: GONZO, Material: Aço Baixo Carbono, Norma Mecânica: SAE J429",https://www.vonder.com.br/produto/gonzo_polido_de_34_com_furo_vonder/10863,http://www.alumiferdistribuidora.com.br/produtos/GONZO.pdf,https://images.tcdn.com.br/img/img_prod/1128742/gonzo_3_4_passante_jocec_3481_2_a64f8b071278752d9ded7a4e2723372a.jpg | https://cdn.awsli.com.br/800x800/2415/2415893/produto/159061522/gonzo-com-aba-3-4--2--y9xm9vtyqg.png
595,GONZO 3/8 -,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,GONZO,"Gonzo polido de 3/8"", sem furo, fabricado em aço carbono trefilado, utilizado em serralherias para dobradiças de portões metálicos.","Acabamento: Polido, Bitola: 3/8"", Peso: 2,110 KG, Embalagem: Caixa de papelão, Origem: Nacional, Material: Aço baixo carbono, Norma Mecânica: SAE J429",https://www.vonder.com.br/produto/gonzo_polido_de_38_sem_furo_vonder/1955,http://www.alumiferdistribuidora.com.br/produtos/GONZO.pdf,https://loja.mendesemendesferroeaco.com.br/image/cache/catalog/produtos-integracao/PRD00419-omie___gonzo-torneado-3-8__conv-1000x1000.jpg | https://casacardao.agilecdn.com.br/5845.jpg?v=349-725302596 | https://http2.mlstatic.com/D_NQ_NP_780135-MLB81852537005_012025-O-gonzo-38-95-x-36mm-inox-304-kit-10-pcs-pino-dobradica.webp
596,GONZO 5/8 *,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,GONZO,"Gonzo Torneado 5/8"" utilizado para fabricação de dobradiças em portas, portões ou armários metálicos. Feito de aço baixo carbono, acabamento polido.","Bitola: 5/8"", Peso: 9,100 KG, Padrão Embalagem: 0,5 CENTOS, Embalagem: CAIXA DE PAPELÃO, Origem: NACIONAL, Material: AÇO BAIXO CARBONO, Norma Mecânica: SAE J429",https://loja.mendesemendesferroeaco.com.br/gonzo-torneado-5-8,http://www.alumiferdistribuidora.com.br/produtos/GONZO.pdf,https://http2.mlstatic.com/D_NQ_NP_975926-MLB72030201428_102023-O.webp | https://ccp.vteximg.com.br/arquivos/ids/204013-1000-1000/gonzo-sem-aba-polido-5-8.jpg?v=636117166974070000 | https://loja.mendesemendesferroeaco.com.br/image/cache/catalog/produtos-integracao/PRD00421-omie___gonzo-torneado-5-8__conv-1000x1000.jpg
597,GONZO 7/8 -,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,GONZO,"Gonzo Torneado 7/8"" da marca Mendes&Mendes, modelo PRD00423. Produto esgotado no momento.",,https://loja.mendesemendesferroeaco.com.br/gonzo-torneado-7-8,http://www.alumiferdistribuidora.com.br/produtos/GONZO.pdf,https://http2.mlstatic.com/D_NQ_NP_602193-MLB81158932993_122024-O-kit-com-12-gonzos-78-polegada-2-abas.webp | https://cdn.awsli.com.br/2500x2500/2415/2415893/produto/159080134/gonzo-liso-58--2--q1ag50yhol.png | https://down-br.img.susercontent.com/file/br-11134207-7r98o-m98q5fqjr08yca
598,GONZO C/ ABA N.01 1/2,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,GONZO,"Dobradiça gonzo com aba, ideal para esquadrias metálicas, facilitando a soldagem e instalção em projetos industriais e residenciais.","Uso indicado para portões e portas, acabamento em zinco bicromatizado, disponível em diversos tamanhos.",https://rotec.com.br/dobradicas/dobradica-gonzo-com-aba,Não encontrado,https://cdn.awsli.com.br/800x800/2415/2415893/produto/159061326/gonzo-com-aba-1-2--1--krxaypk9eu.png | https://down-br.img.susercontent.com/file/sg-11134201-825ad-mg15srm716vf9b | https://coferpon.com.br/wp-content/uploads/2021/12/gonzo-com-aba.png
600,GONZO C/ ABA N.02 5/8 *,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,GONZO,"O produto GONZO C/ ABA N.02 5/8 * é um item de hardware, possivelmente uma ferramenta ou componente de construção.","Material: Aço carbono 1020/1045; Acabamento: Bicromatizado; Tamanho: 5/8; Diâmetro: 16 mm; Quantidade de peças: 10; Peso: 90.2 g; Disponível em diferentes modelos (Nº 1, Nº 2, Nº 3) com dimensões específicas.",https://completa.com.br/produto/gonzo-58-com-aba-bc,Não encontrado,http://coferpon.com.br/wp-content/uploads/2021/12/gonzo-com-aba.png | https://cdn.awsli.com.br/2500x2500/2415/2415893/produto/159063339/gonzo-com-aba-3-4--2--d4jej7c7m6.png | https://product-hub-prd.madeiramadeira.com.br/460537447/images/535415fa-f9d5-4de8-8c77-4d1f8d60f00052443gonzoremovebgpreview1.png
599,GONZO C/ ABA N.03 3/4 *,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,GONZO,"Capacete GONZO com aba, modelo N.03 3/4.","Tamanho: 3/4, Diâmetro: 19 mm, Material: Aço 1020/1045, Com aba: Sim, Peça: Macho e Fêmea, Quantidade de venda: Unidade, Peso: 140 g",https://www.megaferrp.com.br/gonzo-com-aba-34,Não encontrado,https://coferpon.com.br/wp-content/uploads/2021/12/gonzo-com-aba.png | https://http2.mlstatic.com/gonzo-com-aba-n-3-D_NQ_NP_230401-MLB20319022745_062015-F.jpg | https://cdn.awsli.com.br/2500x2500/2415/2415893/produto/159061522/gonzo-com-aba-3-4--2--y9xm9vtyqg.png
3961,MANCAL P/ TUBO QUADRADO 1'' *,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PEAO / MANCAL,Mancal para tubo quadrado de 1 polegada. Componente utilizado para suporte ou fixação de estruturas metálicas.,Compatível com tubos quadrados de 1 polegada.,https://www.cobra.ind.br/produto/mancal-quadrado-fl,https://pt.scribd.com/document/616932827/160907-plasnec-serie-20-mancais-quadrado,https://cdn.awsli.com.br/2500x2500/2063/2063714/produto/205355969/2-mancal-quadrado-f208-67010403-imzbgt.jpg | https://www.cobra.ind.br/image/resize?w=960&h=960&src=userfiles/produtos/technical_drawing/a0ae62aca79512889dabd36ffe91d232.png | https://cdn.awsli.com.br/2500x2500/2063/2063714/produto/215548997/2-mancal-quadrado-cj-08-tug9hnmpax.png
3962,MANCAL P/ TUBO QUADRADO 1.1/4 *,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PEAO / MANCAL,Mancal para tubo quadrado com dimensão 1.1/4 polegadas.,Compatível com tubos quadrados de 1.1/4 polegadas.,https://www.agridisco.com/0501046913-p,https://www.tks.ind.br/pdfs/Catalogo_Geral_Mancal.pdf,https://http2.mlstatic.com/D_NQ_NP_758558-MLB42852586003_072020-O.webp | https://http2.mlstatic.com/D_NQ_NP_686496-MLB83339726225_032025-O-mancal-quadrado-com-rolamento-ucf206-20-114-3175mm.webp | https://www.cobra.ind.br/image/resize?w=960&h=960&src=userfiles/produtos/technical_drawing/a0ae62aca79512889dabd36ffe91d232.png
2222,"MANCAL P/ TUBO REDONDO 1.1/4"" *",ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PEAO / MANCAL,"Mancal para tubo redondo de 1.1/4"". Utilizado em estruturas metálicas e montagens de tubos.","Compatível com tubos redondos de 1.1/4"".",https://www.agridisco.com/0501046929-P,https://www.tks.ind.br/pdfs/Catalogo_Geral_Mancal.pdf,https://http2.mlstatic.com/D_NQ_NP_788161-MLB104748910885_012026-O.webp | https://http2.mlstatic.com/D_NQ_NP_922802-MLB90450341689_082025-O.webp | https://47664.cdn.simplo7.net/static/47664/sku/rolete-livre-componentes-mancal-para-tubo-industrial-diametro-31-7-espessura-de-1-50-mm-eixo-8-mm-p-1757955948594.png
2220,MANCAL P/ TUBO REDONDO 3/4 *,ACESSORIO/MIUDEZA,MATERIAIS DIVERSOS,PEAO / MANCAL,Mancal para tubo redondo de 3/4 polegada.,Compatível com tubos redondos de 3/4 polegada.,Não encontrado,Não encontrado,https://images.tcdn.com.br/img/img_prod/1155643/mancal_p_214_frm_3_20251228135006_68b98034cafb.jpg | https://images.tcdn.com.br/img/img_prod/1257590/ucfl204_12_mancal_com_rolamento_para_eixos_de_3_4_439_1_e7fed989ff8a3ee44808c67437230e4a.png | https://images.tcdn.com.br/img/img_prod/1143198/mancal_da_grade_niveladora_tatu_baldan_furo_redondo_1_1_4_a_graxa_21010608_1207_6_808927aa064feb1934a0d19b3d032232.jpg
